ID,Ranking,JP,EN,JP Furigana,Pronounciation,Sentence JP,Sentence EN,Sentence Romaji,Sentence pronounciation,Explanation,Image
JPN1K-473,473,ちまう,to do something completely,ちまう,ちまう,もうこれをやっちまうよ。,I'll just finish this now.,Mou kore o yacchimau yo.,もうこれをやっちまうよ。,ちまう is a very casual form of 〜てしまう. It adds a sense of finishing completely or sometimes regret; use it in casual talk.,<img src='JPN1K-473.jpeg'>
JPN1K-474,474,血,blood,血[ち],ち,少[すこ]し 血[ち]が 出[で]ているよ。,You're bleeding a little.,Sukoshi chi ga dete iru yo.,少し血が出ているよ。,血が出ている is a common way to say someone is bleeding. Casual tone with yo.,<img src='JPN1K-474.jpeg'>
JPN1K-475,475,死,"death, decease",死[し],し,私[わたし]は 死[し]が 本当[ほんとう]に 怖[こわ]いです。,I am really scared of death.,Watashi wa shi ga hontou ni kowai desu.,私は死が本当に怖いです。,死 is a noun. This polite sentence uses が to mark what is scary (death).,<img src='JPN1K-475.jpeg'>
JPN1K-476,476,楽しむ,to enjoy (oneself),楽[たの]しむ,たのしむ,今日[きょう]はゲームを 楽[たの]しむ。,I'll enjoy a game today.,Kyou wa geemu o tanoshimu.,今日はゲームを楽しむ。,Plain/casual form. Often uses を for what you enjoy.,<img src='JPN1K-476.jpeg'>
JPN1K-477,477,結果,"result, consequence, outcome, effect",結果[けっか],けっか,結果[けっか] は どう でした か？,How was the result?,Kekka wa do deshita ka?,結果はどうでしたか？,"Polite way to ask about an outcome, like after a test or meeting.",<img src='JPN1K-477.jpeg'>
JPN1K-478,478,足,"foot, leg",足[あし],あし,足[あし] が 痛[いた]い です。,My foot/leg hurts.,Ashi ga itai desu.,足が痛いです。,"足 can mean either foot or leg in Japanese. 足が痛い is a common, polite way to say something hurts.",<img src='JPN1K-478.jpeg'>
JPN1K-479,479,働く,"to work, to labor, to labour",働[はたら]く,はたらく,私[わたし]は 明日[あした]働[はたら]く。,I will work tomorrow.,Watashi wa ashita hataraku.,私は明日働く。,"Plain/casual. With ashita, it means a future action: will work.",<img src='JPN1K-479.jpeg'>
JPN1K-480,480,映画,"movie, film",映画[えいが],えいが,あした 映画[えいが] を みます か。,Will you watch a movie tomorrow?,Ashita eiga o mimasu ka.,あした映画をみますか。,を marks the object. みます is the polite form of “to watch.”,<img src='JPN1K-480.jpeg'>
JPN1K-481,481,平気,"coolness, calmness, composure, unconcern",平気[へいき],へいき,私[わたし]は平気です。,I’m fine.,Watashi wa heiki desu.,私は平気です。,Polite. 平気です means you’re okay/not bothered or worried.,<img src='JPN1K-481.jpeg'>
JPN1K-482,482,じゃん,isn't it,じゃん,じゃん,それ で いい じゃん。,"That's fine, isn't it.",Sore de ii jan.,それでいいじゃん。,"じゃん is very casual and seeks agreement, like 'right?' Used in friendly conversation.",<img src='JPN1K-482.jpeg'>
JPN1K-483,483,見つかる,"to be found, to be discovered",見[み]つかる,みつかる,それ は きっと 見[み]つかる よ。,It will be found for sure.,Sore wa kitto mitsukaru yo.,それはきっと見つかるよ。,見つかる is the intransitive “be found.” This sentence reassures someone politely-casually.,<img src='JPN1K-483.jpeg'>
JPN1K-484,484,まず,"first (of all), to start with, about, almost, anyway, well, now",まず,まず,まず 水[みず] を 飲[の]みます。,"First, I’ll drink water.",Mazu mizu o nomimasu.,まず水を飲みます。,まず marks the first step or point. Common when explaining a sequence.,<img src='JPN1K-484.jpeg'>
JPN1K-485,485,最近,"most recent, these days, right now, recently, nowadays",最近[さいきん],さいきん,最近[さいきん]は 何[なに]をしている？,What are you doing these days?,Saikin wa nani o shite iru?,最近は何をしている？,"Casual small-talk question. 最近 means “these days/nowadays,” often used to ask about current life.",<img src='JPN1K-485.jpeg'>
JPN1K-486,486,認める,"to recognize, to recognise, to observe, to notice",認[みと]める,みとめる,私[わたし] は 認[みと]める よ。,I admit it.,Watashi wa mitomeru yo.,私は認めるよ。,"In everyday talk, 認める often means to admit or acknowledge. Plain form + よ is casual and adds emphasis.",<img src='JPN1K-486.jpeg'>
JPN1K-487,487,与える,"to give (esp. to someone of lower status), to bestow, to grant, to confer, to present, to award",与[あた]える,あたえる,彼[かれ] は 子供[こども] に 水[みず] を 与[あた]える。,He gives water to the child.,Kare wa kodomo ni mizu o ataeru.,彼は子供に水を与える。,"与える is formal and often used for giving to children, animals, or when providing/causing something. For casual giving to friends, people often use ageru.",<img src='JPN1K-487.jpeg'>
JPN1K-488,488,会社,"company, corporation",会社[かいしゃ],かいしゃ,あなたの 会社[かいしゃ]はどこですか？,Where is your company?,Anata no kaisha wa doko desu ka?,あなたの会社はどこですか？,会社 often means a company or your workplace/office. どこですか asks for the location politely.,<img src='JPN1K-488.jpeg'>
JPN1K-489,489,お父さん,father,お 父[とう]さん,お とうさん,お 父[とう]さん は 元気[げんき] ですか。,How is your father?,Otousan wa genki desu ka.,お父さんは元気ですか。,"Use お父さん when asking about someone else’s father, or when addressing your own dad. This is a polite everyday expression.",<img src='JPN1K-489.jpeg'>
JPN1K-490,490,花,"flower, blossom, bloom, petal",花[はな],はな,明日[あした]は 花[はな]を 買[か]う。,I’ll buy flowers tomorrow.,Ashita wa hana o kau.,明日は花を買う。,"This is casual/plain form. For polite speech, say 買います (kaimasu).",<img src='JPN1K-490.jpeg'>
JPN1K-491,491,計画,"plan, project, schedule, scheme, program, programme",計画[けいかく],けいかく,その 計画[けいかく] は いい。,That plan is good.,Sono keikaku wa ii.,その計画はいい。,Casual. 計画 is a noun; you can also say 計画をします to mean “to plan.”,<img src='JPN1K-491.jpeg'>
JPN1K-492,492,存在,"existence, being",存在[そんざい],そんざい,神[かみ] は 存在[そんざい] する？,Does God exist?,Kami wa sonzai suru?,神は存在する？,"存在 is a formal word for existence. With する, it becomes the verb 'to exist' (存在する).",<img src='JPN1K-492.jpeg'>
JPN1K-493,493,先輩,"senior (at work or school), superior, elder, older graduate, progenitor, old-timer",先輩[せんぱい],せんぱい,先輩[せんぱい] は どこ です か？,Where is senpai?,Senpai wa doko desu ka?,先輩はどこですか？,先輩 is how you refer to or address someone senior at school or work. It’s polite and common in conversations.,<img src='JPN1K-493.jpeg'>
JPN1K-494,494,ぐらい,"approximately, about, around, or so",ぐらい,ぐらい,三[さん]分[ぷん] ぐらい かかります。,It takes about three minutes.,San pun gurai kakarimasu.,三分ぐらいかかります。,ぐらい comes after numbers to mean about/approximately. It’s common in both casual and polite speech.,<img src='JPN1K-494.jpeg'>
JPN1K-495,495,きれい,"pretty, lovely, beautiful, fair",きれい,きれい,ここ は きれい です。,It’s beautiful here.,Koko wa kirei desu.,ここはきれいです。,"Kirei is a na-adjective. It often means beautiful, and can also mean clean depending on context.",<img src='JPN1K-495.jpeg'>
JPN1K-496,496,馬,Horse,馬[うま],うま,私[わたし] は 馬[うま] が 好[す]き です。,I like horses.,Watashi wa uma ga suki desu.,私は馬が好きです。,Use X ga suki desu to say you like X. Polite and common.,<img src='JPN1K-496.jpeg'>
JPN1K-497,497,にとって,"to, for, concerning, as far as ... is concerned, regarding",にとって,にとって,私[わたし]にとって 友達[ともだち] は 大事[だいじ] です。,Friends are important to me.,Watashi ni totte tomodachi wa daiji desu.,私にとって友達は大事です。,"にとって marks whose point of view something is true. Here, it shows the speaker’s perspective.",<img src='JPN1K-497.jpeg'>
JPN1K-498,498,了解,"comprehension, consent, understanding, agreement, roger (on the radio)",了解[りょうかい],りょうかい,はい、 了解[りょうかい]です、また 連絡[れんらく]します。,"Yes, got it. I’ll contact you again.","Hai, ryokai desu, mata renraku shimasu.",はい、了解です、また連絡します。,了解です is a quick acknowledgment like “Got it” or “Roger.” It’s polite-casual and common in messages.,<img src='JPN1K-498.jpeg'>
JPN1K-499,499,成功,"success, hit",成功[せいこう],せいこう,本当[ほんとう]に 成功[せいこう]したね。,"We really succeeded, right?",Hontou ni seikou shita ne.,本当に成功したね。,成功 is a noun; with する it becomes 'to succeed.' ね makes it friendly.,<img src='JPN1K-499.jpeg'>
JPN1K-500,500,ど,degree,ど,ど,今日[きょう]は 三[さん]どですよ。,It’s three degrees today.,Kyou wa san do desu yo.,今日は三どですよ。,ど is a counter for temperature degrees. It attaches directly after a number.,<img src='JPN1K-500.jpeg'>
JPN1K-501,501,説明,"explanation, exposition",説明[せつめい],せつめい,すみません、 説明[せつめい]をお 願[ねが]いします。,"Excuse me, please explain.","Sumimasen, setsumei o onegai shimasu.",すみません、説明をお願いします。,Polite request. Use this when asking someone to explain something.,<img src='JPN1K-501.jpeg'>
JPN1K-502,502,良い,"good, excellent, fine, nice, pleasant, agreeable",良[よ]い,よい,これは 良[よ]い 映画[えいが]ですね。,"This is a good movie, isn't it?",Kore wa yoi eiga desu ne.,これは良い映画ですね。,良い is often pronounced ii in conversation. This is a polite compliment.,<img src='JPN1K-502.jpeg'>
JPN1K-503,503,おかげ,"grace (of God), benevolence (of Buddha), blessing",おかげ,おかげ,あなたのおかげです。,It’s thanks to you.,Anata no okage desu.,あなたのおかげです。,Pattern: X no okage = thanks to X. Polite with desu; used to show gratitude.,<img src='JPN1K-503.jpeg'>
JPN1K-504,504,始まる,"to begin, to start, to commence",始[はじ]まる,はじまる,もう すぐ 始[はじ]まる よ。,It starts soon.,Mou sugu hajimaru yo.,もうすぐ始まるよ。,"Casual plain form. Commonly used when something is about to start, like a show or meeting.",<img src='JPN1K-504.jpeg'>
JPN1K-505,505,救う,"to rescue from, to help out of, to save",救[すく]う,すくう,私[わたし] が 君[きみ] を 救[すく]う。,I'll save you.,Watashi ga kimi o sukuu.,私が君を救う。,"Plain, strong promise. Casual toward someone close; not polite.",<img src='JPN1K-505.jpeg'>
JPN1K-506,506,木,"tree, wood, timber",木[き],き,あそこに 木[き]が 二[に]本[ほん]ある。,There are two trees over there.,Asoko ni ki ga ni hon aru.,あそこに木が二本ある。,に + ある states that something exists in a place. 本 counts long things like trees.,<img src='JPN1K-506.jpeg'>
JPN1K-507,507,本気,"seriousness, truth, sanctity",本気[ほんき],ほんき,あなたは 本気[ほんき]ですか。,Are you serious?,Anata wa honki desu ka.,あなたは本気ですか。,Common way to ask if someone is serious. Polite ですか form.,<img src='JPN1K-507.jpeg'>
JPN1K-508,508,週間,"week, weekly",週間[しゅうかん],しゅうかん,二[に]週間[しゅうかん]東京[とうきょう] に います。,I'll be in Tokyo for two weeks.,Ni shuukan Tokyo ni imasu.,二週間東京にいます。,"週間 follows a number to mean a duration: for X weeks. Use it for length of time, not specific weeks like this week.",<img src='JPN1K-508.jpeg'>
JPN1K-509,509,薬,"medicine, pharmaceuticals, (legal) drugs",薬[くすり],くすり,この 薬[くすり] を ください。,Please give me this medicine.,Kono kusuri o kudasai.,この薬をください。,Polite request using kudasai. Kono points to something near you.,<img src='JPN1K-509.jpeg'>
JPN1K-510,510,難しい,"difficult, hard, troublesome, complicated, serious (disease, problem, etc.)",難[むずか]しい,むずかしい,この 問題[もんだい]は すごく 難[むずか]しいです。,This problem is really difficult.,Kono mondai wa sugoku muzukashii desu.,この問題はすごく難しいです。,"Polite. すごく adds strong emphasis, like “really/very.”",<img src='JPN1K-510.jpeg'>
JPN1K-511,511,大きな,"big, large, great",大[おお]きな,おおきな,この 大きな 犬[いぬ] は かわいい。,This big dog is cute.,Kono ookina inu wa kawaii.,この大きな犬はかわいい。,"大きな goes before a noun (e.g., ookina inu). It feels a bit more descriptive than just 大きい + noun.",<img src='JPN1K-511.jpeg'>
JPN1K-512,512,笑う,"to laugh, to smile",笑[わら]う,わらう,彼[かれ]はよく 笑[わら]う。,He often laughs.,Kare wa yoku warau.,彼はよく笑う。,Casual dictionary form. Common with adverbs like yoku (often).,<img src='JPN1K-512.jpeg'>
JPN1K-513,513,しっかり,"tightly (holding on), firmly, securely",しっかり,しっかり,これ を しっかり 持[も]って ください。,Please hold this tightly.,Kore o shikkari motte kudasai.,これをしっかり持ってください。,"しっかり is a polite, everyday adverb meaning firmly or tightly. Often used when telling someone to hold or secure something.",<img src='JPN1K-513.jpeg'>
JPN1K-514,514,結構,"splendid, nice, wonderful, delicious, sweet",結構[けっこう],けっこう,これは 結構[けっこう]おいしいです。,This is quite tasty.,Kore wa kekkou oishii desu.,これは結構おいしいです。,"Here 結構 means quite/fairly. It’s a polite, soft way to praise something.",<img src='JPN1K-514.jpeg'>
JPN1K-515,515,おはよう,good morning,おはよう,おはよう,おはよう、 今日[きょう]は 会社[かいしゃ]へ 行[い]く？,"Good morning, are you going to the office today?","Ohayou, kyou wa kaisha e iku?",おはよう、今日は会社へ行く？,Casual morning greeting. Use ohayou gozaimasu to be more polite.,<img src='JPN1K-515.jpeg'>
JPN1K-516,516,社長,"company president, manager, director",社長[しゃちょう],しゃちょう,社長[しゃちょう] は 今日[きょう]来[き]ます か？,Is the company president coming today?,Shachou wa kyou kimasu ka?,社長は今日来ますか？,社長 is a common title for the head of a company. This is a polite question.,<img src='JPN1K-516.jpeg'>
JPN1K-517,517,食事,meal,食事[しょくじ],しょくじ,今[いま]、 食事[しょくじ] に 行[い]く？,Want to go for a meal now?,"Ima, shokuji ni iku?",今、食事に行く？,Casual invite. 食事に行く is a common way to say “go eat.”,<img src='JPN1K-517.jpeg'>
JPN1K-518,518,街,".. street, .. quarter, .. district",街[まち],まち,今日[きょう]、あの 街[まち]に 行[い]きますか。,Are you going to that town today?,"Kyou, ano machi ni ikimasu ka.",今日、あの街に行きますか。,街 (machi) means a town or city area. に marks the destination.,<img src='JPN1K-518.jpeg'>
JPN1K-519,519,走る,to run,走[はし]る,はしる,私[わたし]は 道[みち]を走る。,I run along the road.,Watashi wa michi o hashiru.,私は道を走る。,走る is the plain (casual) dictionary form. 道を走る is a common way to say you run along a road.,<img src='JPN1K-519.jpeg'>
JPN1K-520,520,失敗,"failure, mistake, blunder",失敗[しっぱい],しっぱい,私[わたし]は 本当[ほんとう]に 失敗[しっぱい]しました。,I really messed up.,Watashi wa hontou ni shippai shimashita.,私は本当に失敗しました。,失敗 often pairs with する. 失敗しました is polite past: “I made a mistake.”,<img src='JPN1K-520.jpeg'>
JPN1K-521,521,昨日,yesterday,昨日[きのう],きのう,昨日[きのう]は 映画[えいが]を 見[み]ました。,I watched a movie yesterday.,Kinou wa eiga o mimashita.,昨日は映画を見ました。,Time words like 昨日 often come first with は. ました makes it polite past.,<img src='JPN1K-521.jpeg'>
JPN1K-522,522,向かう,"to face, to go towards",向[む]かう,むかう,今[いま]、 家[いえ]に 向[む]かうの？,Are you heading home now?,"Ima, ie ni mukau no?",今、家に向かうの？,向かう is often used like “to head to” a place. の makes it a casual question.,<img src='JPN1K-522.jpeg'>
JPN1K-523,523,あの子,"that girl, that kid",あの 子[こ],あの こ,あの子 は だれ です か？,Who is that girl?,Ano ko wa dare desu ka?,あの子はだれですか？,Casual and literally means “that child.” Use for kids; for adults it can sound rude.,<img src='JPN1K-523.jpeg'>
JPN1K-524,524,当然,"natural, as a matter of course, justified, deserved, reasonable",当然[とうぜん],とうぜん,彼[かれ]は 当然[とうぜん]勝[か]つよ。,"He’ll win, naturally.",Kare wa tozen katsu yo.,彼は当然勝つよ。,Used when something is expected or reasonable. Casual tone.,<img src='JPN1K-524.jpeg'>
JPN1K-525,525,払う,"to pay (e.g. money, a bill, one's taxes, etc.)",払[はら]う,はらう,私[わたし]が 今[いま]払[はら]うね。,I'll pay now.,Watashi ga ima harau ne.,私が今払うね。,Casual. が marks the one who will pay; ね softens the tone.,<img src='JPN1K-525.jpeg'>
JPN1K-526,526,要る,"to need, to want",要[い]る,いる,今[いま]水[みず] が 要[い]る。,I need water now.,Ima mizu ga iru.,今水が要る。,Use が for the thing needed. This is plain casual form.,<img src='JPN1K-526.jpeg'>
JPN1K-527,527,証拠,"evidence, proof",証拠[しょうこ],しょうこ,証拠[しょうこ]はどこですか？,Where is the evidence?,Shouko wa doko desu ka?,証拠はどこですか？,Polite. ですか makes it a formal question.,<img src='JPN1K-527.jpeg'>
JPN1K-528,528,奪う,"to snatch away, to dispossess, to steal",奪[うば]う,うばう,彼[かれ]は 私[わたし]の 物[もの]を 奪う。,He steals my things.,Kare wa watashi no mono o ubau.,彼は私の物を奪う。,奪う means to take away by force or steal. Casual dictionary form here.,<img src='JPN1K-528.jpeg'>
JPN1K-529,529,置く,"to put, to place",置[お]く,おく,これ を ここ に 置[お]く よ。,I'll put this here.,Kore o koko ni oku yo.,これをここに置くよ。,"Casual. よ softens and adds friendly emphasis, like “okay/you know.”",<img src='JPN1K-529.jpeg'>
JPN1K-530,530,朝,morning,朝[あさ],あさ,朝[あさ]のコーヒーは 最高[さいこう]です。,Morning coffee is the best.,Asa no koohii wa saikou desu.,朝のコーヒーは最高です。,"朝 + の + noun means “morning (something).” This is a polite, simple statement.",<img src='JPN1K-530.jpeg'>
JPN1K-531,531,選手,"player (in game), team member",選手[せんしゅ],せんしゅ,彼[かれ] は 選手[せんしゅ] ですか。,Is he a player?,Kare wa senshu desu ka?,彼は選手ですか。,選手 is commonly used for sports players or team members. This is a polite question with desu ka.,<img src='JPN1K-531.jpeg'>
JPN1K-532,532,つらい,"painful, bitter, heart-breaking",つらい,つらい,つらい 時[とき]は 酒[さけ]を 飲[の]む。,"When it's hard, I drink alcohol.",Tsurai toki wa sake o nomu.,つらい時は酒を飲む。,つらい is used for both emotional and physical hardship. つらい時 means “when it’s tough.”,<img src='JPN1K-532.jpeg'>
JPN1K-533,533,通り,"avenue, street, way, road",通[とお]り,とおり,あの通りへいきますか。,Shall we go to that street?,Ano toori e ikimasu ka?,あの通りへいきますか。,通り is a common word for street/avenue. Use へ/に for direction and で for actions done on that street.,<img src='JPN1K-533.jpeg'>
JPN1K-534,534,優しい,"tender, kind, gentle, graceful, affectionate, amiable",優[やさ]しい,やさしい,彼[かれ]は とても 優しい です。,He is very kind.,Kare wa totemo yasashii desu.,彼はとても優しいです。,"優しい is often used for a gentle, kind personality or manner. This is a polite sentence with desu.",<img src='JPN1K-534.jpeg'>
JPN1K-535,535,手伝う,"to help, to assist, to aid",手伝[てつだ]う,てつだう,仕事[しごと] を ちょっと 手伝[てつだ]う？,Can you help with the work a bit?,Shigoto o chotto tetsudau?,仕事をちょっと手伝う？,Casual request. ちょっと softens the ask. 手伝う often uses を for the thing or person you help.,<img src='JPN1K-535.jpeg'>
JPN1K-536,536,答える,"to answer, to reply",答[こた]える,こたえる,先生[せんせい] に どう 答[こた]える？,How will you answer the teacher?,Sensei ni dou kotaeru?,先生にどう答える？,"Casual question using plain form. どう asks “how,” and 答える is the base dictionary form.",<img src='JPN1K-536.jpeg'>
JPN1K-537,537,攻撃,"attack, strike, offensive",攻撃[こうげき],こうげき,誰[だれ]が 攻撃[こうげき]したの？,Who attacked?,Dare ga kougeki shita no?,誰が攻撃したの？,攻撃 is often used with する to make the verb 攻撃する (to attack). The ending の makes it a casual question.,<img src='JPN1K-537.jpeg'>
JPN1K-538,538,着る,"to wear (in modern Japanese, from the shoulders down), to put on",着[き]る,きる,この T-shatsu を 着[き]る？,Will you wear this T-shirt?,Kono T-shatsu o kiru?,この T-shatsuを着る？,"Casual question. 着る is used for clothes worn on the body (shirts, coats).",<img src='JPN1K-538.jpeg'>
JPN1K-539,539,用意,"preparation, arrangements, provision, getting ready, laying out (e.g. a meal)",用意[ようい],ようい,すみません、 今[いま]は 用意[ようい]できません。,"Sorry, I can’t get ready now.","Sumimasen, ima wa youi dekimasen.",すみません、今は用意できません。,用意 is often used for getting things ready or prepared. できません makes it a polite refusal.,<img src='JPN1K-539.jpeg'>
JPN1K-540,540,今まで,"until now, so far, up to the present",今[いま]まで,いままで,今までありがとう、これからもよろしく。,Thanks for everything so far; please keep looking after me.,"Imamade arigatou, korekara mo yoroshiku.",今までありがとう、これからもよろしく。,Casual. 今まで often pairs with ありがとう to thank someone for help up to now.,<img src='JPN1K-540.jpeg'>
JPN1K-541,541,理解,"understanding, comprehension, appreciation, sympathy",理解[りかい],りかい,これ は 理解[りかい] できる？,Do you understand this?,Kore wa rikai dekiru?,これは理解できる？,理解 with できる asks if someone is able to understand. Casual tone.,<img src='JPN1K-541.jpeg'>
JPN1K-542,542,銀,silver,銀[ぎん],ぎん,これ は 銀[ぎん] ですか。,Is this silver?,Kore wa gin desu ka.,これは銀ですか。,銀 refers to the metal/material (silver). ですか makes it a polite yes/no question.,<img src='JPN1K-542.jpeg'>
JPN1K-543,543,秘密,"secret, secrecy, confidentiality, privacy",秘密[ひみつ],ひみつ,これは 秘密[ひみつ]です。,This is a secret.,Kore wa himitsu desu.,これは秘密です。,Common way to say you won’t tell. Polite because it uses desu.,<img src='JPN1K-543.jpeg'>
JPN1K-544,544,以外,"with the exception of, excepting",以外[いがい],いがい,水[みず]以外[いがい] は 飲[の]みません。,I don't drink anything except water.,Mizu igai wa nomimasen.,水以外は飲みません。,"以外 marks what is excluded. Pattern: X 以外 は〜ません (except for X, do not...). Polite form.",<img src='JPN1K-544.jpeg'>
JPN1K-545,545,決まる,"to be decided, to be settled",決[き]まる,きまる,いつ まで に 決まる の？,By when will it be decided?,Itsu made ni kimaru no?,いつまでに決まるの？,Casual. 決まる is intransitive: something gets decided.,<img src='JPN1K-545.jpeg'>
JPN1K-546,546,似る,"to resemble, to look like, to take after",似[に]る,にる,彼女[かのじょ] は 母[はは] に 似る。,She looks like her mother.,Kanojo wa haha ni niru.,彼女は母に似る。,Pattern: X wa Y ni niru = X resembles Y. Use に for the person or thing you resemble.,<img src='JPN1K-546.jpeg'>
JPN1K-547,547,いただく,"to receive, to get, to accept, to take, to buy",いただく,いただく,じゃあ、これ、いただくね。,"Okay then, I’ll take this.","Jaa, kore, itadaku ne.",じゃあ、これ、いただくね。,"いただく is a humble, polite way to say you will receive or take something. Here it gently means “I’ll take this.”",<img src='JPN1K-547.jpeg'>
JPN1K-548,548,試合,"match, game, bout, contest",試合[しあい],しあい,明日[あした] の 試合[しあい] は 何[なん]時[じ] ですか。,What time is the match tomorrow?,Ashita no shiai wa nanji desu ka.,明日の試合は何時ですか。,試合 is commonly used for sports games. This is a polite question.,<img src='JPN1K-548.jpeg'>
JPN1K-549,549,おかしい,"funny, amusing, comical, laughable, ridiculous. strange, odd, funny, peculiar, weird, unusual, eccentric",おかしい,おかしい,それは ちょっと おかしい ね。,That's a little strange.,Sore wa chotto okashii ne.,それはちょっとおかしいね。,"Casual. ちょっと softens the opinion, and ね seeks agreement.",<img src='JPN1K-549.jpeg'>
JPN1K-550,550,別に,"(not) particularly, nothing, separately",別[べつ]に,べつに,それ は 別に 好[す]き じゃない です。,I don't particularly like that.,Sore wa betsuni suki janai desu.,それは別に好きじゃないです。,別に is often used with negatives to mean “not particularly” or “not really.” Polite here.,<img src='JPN1K-550.jpeg'>
JPN1K-551,551,的,"-like, typical",的[てき],てき,僕[ぼく]的[てき]にはとても 好[す]きです。,"For me, I like it a lot.",Boku-teki ni wa totemo suki desu.,僕的にはとても好きです。,X 的に means “from X’s point of view” in casual speech. 僕的に is casual; use with friends.,<img src='JPN1K-551.jpeg'>
JPN1K-552,552,いろいろ,various,いろいろ,いろいろ,本当[ほんとう]にいろいろありがとうね。,Thanks for everything.,Hontou ni iroiro arigato ne.,本当にいろいろありがとうね。,いろいろ + ありがとう is a common casual way to thank someone for many things someone did.,<img src='JPN1K-552.jpeg'>
JPN1K-553,553,住む,"to live (of humans), to reside, to inhabit, to dwell, to abide",住[す]む,すむ,ここに住むの？,Are you going to live here?,Koko ni sumu no?,ここに住むの？,Plain 〜の？ makes a casual question. Using 住む in plain form here asks about a plan or decision.,<img src='JPN1K-553.jpeg'>
JPN1K-554,554,火,fire,火[ひ],ひ,この 火[ひ]は 危険[きけん]ですよ。,This fire is dangerous.,Kono hi wa kiken desu yo.,この火は危険ですよ。,Polite warning. よ adds gentle emphasis.,<img src='JPN1K-554.jpeg'>
JPN1K-555,555,アメリカ,America,アメリカ,アメリカ,アメリカ に 行[い]きますか。,Are you going to America?,Amerika ni ikimasu ka.,アメリカに行きますか。,に marks the destination. This is a polite question form.,<img src='JPN1K-555.jpeg'>
JPN1K-556,556,村,village,村[むら],むら,私[わたし]はこの 村[むら]に 住[す]んでいます。,I live in this village.,Watashi wa kono mura ni sunde imasu.,私はこの村に住んでいます。,村 feels small and rural. Use に to mark the place you live.,<img src='JPN1K-556.jpeg'>
JPN1K-557,557,月,"month, moon",月[つき],つき,今夜[こんや] は 月[つき] が きれい です ね。,"The moon is beautiful tonight, isn’t it?",Konya wa tsuki ga kirei desu ne.,今夜は月がきれいですね。,月 can mean the moon or a month; here it’s the moon. ね makes it softer and invites agreement.,<img src='JPN1K-557.jpeg'>
JPN1K-558,558,さすが,as one would expect,さすが,さすが,さすが 先生[せんせい]、 説明[せつめい] が 上手[じょうず]です。,"As expected, Sensei, you're good at explaining.","Sasuga sensei, setsumei ga jouzu desu.",さすが先生、説明が上手です。,さすが is used to praise someone for living up to their reputation or skills. Often placed at the start before a name or title.,<img src='JPN1K-558.jpeg'>
JPN1K-559,559,たくさん,"many, a lot, much",たくさん,たくさん,本[ほん] を たくさん 読[よ]みます。,I read a lot of books.,Hon o takusan yomimasu.,本をたくさん読みます。,たくさん shows a large amount. Put it before the verb or before a noun + particle.,<img src='JPN1K-559.jpeg'>
JPN1K-560,560,っていう,"meaning, called, said",っていう,っていう,何[なん] っていう の？,What do you call it?,Nan tte iu no?,何っていうの？,"Casual. 〜っていうの? asks for a name or what something is called, often when you didn’t catch it.",<img src='JPN1K-560.jpeg'>
JPN1K-561,561,そんなに,"so much, so, like that",そんなに,そんなに,そんなに 高[たか]い です か。,Is it that expensive?,sonna ni takai desu ka?,そんなに高いですか。,そんなに emphasizes degree. Very common in questions and negatives.,<img src='JPN1K-561.jpeg'>
JPN1K-562,562,上げる,"to raise, to elevate",上[あ]げる,あげる,音[おと] を 少し 上[あ]げる？,Turn up the volume a little?,Oto o sukoshi ageru?,音を少し上げる？,Casual request/question. 上げる here means to turn up the sound.,<img src='JPN1K-562.jpeg'>
JPN1K-563,563,妹,younger sister,妹[いもうと],いもうと,妹[いもうと] は 学校[がっこう] に います。,My younger sister is at school.,Imouto wa gakkou ni imasu.,妹は学校にいます。,妹 usually refers to your own younger sister. Use imasu for people and animals (living things).,<img src='JPN1K-563.jpeg'>
JPN1K-564,564,島,island,島[しま],しま,船[ふね] で 島[しま] に 行[い]く？,Go to the island by boat?,Fune de shima ni iku?,船で島に行く？,"で marks the means (by boat), and に marks the destination. Casual question; friendly tone.",<img src='JPN1K-564.jpeg'>
JPN1K-565,565,求める,"to demand, to want, to wish for",求[もと]める,もとめる,私[わたし] は 愛[あい]を 求[もと]める。,I seek love.,Watashi wa ai o motomeru.,私は愛を求める。,"Plain form. 求める sounds a bit formal/literary and is often used for abstract things like love, help, or answers.",<img src='JPN1K-565.jpeg'>
JPN1K-566,566,美しい,"beautiful, lovely",美[うつく]しい,うつくしい,空[そら]はとても美しいね。,"The sky is very beautiful, isn't it?",Sora wa totemo utsukushii ne.,空はとても美しいね。,"美しい is an i-adjective and sounds a bit formal or poetic. In daily talk, people also use kirei for pretty/clean.",<img src='JPN1K-566.jpeg'>
JPN1K-567,567,邪魔,"hindrance, obstacle, nuisance",邪魔[じゃま],じゃま,すみません、 ちょっと 邪魔[じゃま]ですか。,"Excuse me, am I in the way?","Sumimasen, chotto jama desu ka.",すみません、ちょっと邪魔ですか。,Polite way to ask if you’re bothering someone or blocking them. Often used before passing or interrupting.,<img src='JPN1K-567.jpeg'>
JPN1K-568,568,本物,"genuine article, real thing, real deal",本物[ほんもの],ほんもの,これは 本当[ほんとう]に 本物[ほんもの]ですか？,Is this really genuine?,Kore wa hontou ni honmono desu ka?,これは本当に本物ですか？,"Polite way to ask if something is the real deal, not a fake.",<img src='JPN1K-568.jpeg'>
